+---------+-------+-----------+--------+-----------+------------+
|hall_name|session|seat_number|seat_row|seat_markup|is_available|
|Hall 550 |3626   |10         |2       |20         |true        |
|Hall 550 |3626   |10         |6       |20         |true        |
|Hall 56  |3627   |11         |2       |20         |true        |
|Hall 56  |3627   |10         |6       |50         |true        |
|Hall 56  |3627   |4          |4       |20         |true        |
|Hall 56  |3627   |8          |9       |50         |true        |
|Hall 56  |3627   |20         |9       |30         |true        |
|Hall 86  |3628   |18         |2       |20         |true        |
|Hall 86  |3628   |16         |6       |20         |true        |
|Hall 86  |3628   |16         |4       |10         |true        |
|Hall 86  |3628   |3          |4       |20         |true        |
|Hall 1082|3629   |1          |7       |30         |true        |
|Hall 1082|3629   |4          |9       |10         |true        |
|Hall 1082|3629   |5          |10      |10         |true        |
|Hall 1082|3629   |16         |8       |10         |true        |
|Hall 1082|3629   |4          |2       |30         |true        |
|Hall 1082|3629   |6          |3       |50         |true        |
|Hall 994 |3630   |6          |3       |20         |true        |
|Hall 994 |3630   |18         |4       |30         |true        |
|Hall 994 |3630   |6          |2       |10         |true        |
|Hall 994 |3630   |13         |10      |30         |true        |
|Hall 994 |3630   |9          |6       |50         |true        |
|Hall 386 |3631   |18         |7       |50         |true        |
|Hall 386 |3631   |16         |5       |10         |true        |
|Hall 386 |3631   |4          |3       |20         |true        |
|Hall 386 |3631   |1          |9       |20         |true        |
|Hall 386 |3631   |17         |8       |20         |true        |
|Hall 1088|3632   |8          |1       |20         |true        |
|Hall 1088|3632   |2          |3       |30         |true        |
|Hall 1088|3632   |18         |10      |50         |true        |
|Hall 1088|3632   |8          |10      |10         |true        |
|Hall 1088|3632   |17         |2       |10         |true        |
|Hall 1633|3633   |19         |6       |30         |true        |
|Hall 1633|3633   |12         |2       |10         |true        |
|Hall 1633|3633   |5          |10      |30         |true        |
|Hall 1659|3634   |14         |9       |20         |true        |
|Hall 1659|3634   |14         |2       |30         |true        |
|Hall 1659|3634   |2          |2       |10         |true        |
|Hall 1659|3634   |14         |5       |20         |true        |
|Hall 1659|3634   |14         |3       |10         |true        |
|Hall 1659|3634   |17         |3       |50         |true        |
|Hall 455 |3635   |11         |10      |10         |true        |
|Hall 455 |3635   |19         |9       |50         |true        |
|Hall 455 |3635   |11         |4       |50         |true        |
|Hall 455 |3635   |2          |1       |30         |true        |
|Hall 455 |3635   |7          |10      |30         |true        |
|Hall 455 |3635   |19         |7       |50         |true        |
|Hall 1483|3636   |18         |3       |50         |true        |
|Hall 1483|3636   |16         |9       |20         |true        |
|Hall 1483|3636   |11         |2       |20         |true        |
|Hall 1483|3636   |17         |5       |50         |true        |
|Hall 1483|3636   |18         |1       |20         |true        |
|Hall 1483|3636   |9          |4       |30         |true        |
|Hall 1104|3637   |7          |5       |10         |true        |
|Hall 1104|3637   |4          |8       |50         |true        |
|Hall 1104|3637   |4          |9       |20         |true        |
|Hall 1104|3637   |14         |7       |20         |true        |
|Hall 12  |3638   |15         |4       |10         |true        |
|Hall 12  |3638   |3          |6       |10         |true        |
|Hall 12  |3638   |19         |9       |20         |true        |
|Hall 12  |3638   |11         |6       |20         |true        |
|Hall 12  |3638   |18         |8       |50         |true        |
|Hall 12  |3638   |11         |7       |50         |true        |
|Hall 12  |3638   |11         |3       |50         |true        |
|Hall 12  |3638   |7          |9       |50         |true        |
|Hall 975 |3639   |2          |8       |30         |true        |
|Hall 975 |3639   |20         |6       |30         |true        |
|Hall 975 |3639   |6          |8       |30         |true        |
|Hall 975 |3639   |18         |10      |20         |true        |
|Hall 975 |3639   |9          |8       |50         |true        |
|Hall 975 |3639   |9          |6       |10         |true        |
|Hall 975 |3639   |12         |10      |30         |true        |
|Hall 1738|3640   |10         |1       |20         |true        |
|Hall 1738|3640   |9          |4       |20         |true        |
|Hall 1738|3640   |8          |4       |10         |true        |
|Hall 1738|3640   |10         |8       |10         |true        |
|Hall 1738|3640   |14         |9       |50         |true        |
|Hall 1738|3640   |17         |10      |20         |true        |
|Hall 1738|3640   |10         |2       |30         |true        |
|Hall 1738|3640   |5          |10      |10         |true        |
|Hall 1738|3640   |13         |4       |30         |true        |
|Hall 1415|3641   |12         |3       |30         |true        |
|Hall 1415|3641   |15         |4       |50         |true        |
|Hall 1415|3641   |9          |6       |10         |true        |
|Hall 1415|3641   |2          |9       |30         |true        |
|Hall 1415|3641   |19         |10      |30         |true        |
|Hall 1415|3641   |4          |7       |10         |true        |
|Hall 1415|3641   |17         |7       |50         |true        |
|Hall 1415|3641   |10         |10      |20         |true        |
|Hall 1415|3641   |16         |5       |50         |true        |
|Hall 1415|3641   |19         |4       |50         |true        |
|Hall 1152|3642   |12         |2       |50         |true        |
|Hall 1152|3642   |11         |1       |50         |true        |
|Hall 1152|3642   |9          |3       |10         |true        |
|Hall 1152|3642   |19         |3       |20         |true        |
|Hall 1152|3642   |15         |7       |20         |true        |
|Hall 1152|3642   |15         |1       |30         |true        |
|Hall 1152|3642   |15         |4       |50         |true        |
|Hall 1152|3642   |15         |6       |30         |true        |
|Hall 364 |3643   |13         |1       |30         |true        |
|Hall 364 |3643   |2          |6       |30         |true        |
|Hall 364 |3643   |18         |4       |50         |true        |
|Hall 364 |3643   |14         |10      |10         |true        |
|Hall 197 |3644   |6          |10      |50         |true        |
|Hall 197 |3644   |16         |8       |30         |true        |
|Hall 197 |3644   |4          |10      |50         |true        |
|Hall 197 |3644   |3          |4       |30         |true        |
|Hall 197 |3644   |1          |4       |20         |true        |
|Hall 197 |3644   |6          |8       |50         |true        |
|Hall 197 |3644   |20         |10      |50         |true        |
|Hall 213 |3645   |17         |5       |10         |true        |
|Hall 213 |3645   |19         |8       |20         |true        |
|Hall 213 |3645   |12         |5       |20         |true        |
|Hall 335 |3646   |12         |8       |30         |true        |
|Hall 335 |3646   |20         |6       |50         |true        |
|Hall 335 |3646   |14         |10      |10         |true        |
|Hall 613 |3647   |16         |1       |30         |true        |
|Hall 613 |3647   |14         |5       |30         |true        |
|Hall 613 |3647   |6          |1       |10         |true        |
|Hall 613 |3647   |7          |3       |50         |true        |
|Hall 613 |3647   |5          |1       |30         |true        |
|Hall 613 |3647   |7          |1       |20         |true        |
|Hall 888 |3648   |5          |9       |10         |true        |
|Hall 888 |3648   |8          |10      |50         |true        |
|Hall 888 |3648   |6          |8       |50         |true        |
|Hall 1280|3649   |18         |8       |10         |true        |
|Hall 1280|3649   |5          |6       |50         |true        |
|Hall 1280|3649   |4          |6       |30         |true        |
|Hall 1280|3649   |12         |8       |20         |true        |
|Hall 1280|3649   |12         |1       |30         |true        |
|Hall 1280|3649   |7          |7       |20         |true        |
|Hall 1280|3649   |13         |1       |50         |true        |
|Hall 1280|3649   |10         |8       |50         |true        |
|Hall 1280|3649   |1          |3       |50         |true        |
|Hall 436 |3650   |4          |4       |30         |true        |
|Hall 436 |3650   |20         |2       |10         |true        |
|Hall 436 |3650   |6          |1       |30         |true        |
|Hall 436 |3650   |8          |8       |30         |true        |
|Hall 436 |3650   |14         |9       |30         |true        |
|Hall 436 |3650   |18         |9       |20         |true        |
|Hall 454 |3651   |19         |6       |30         |true        |
|Hall 454 |3651   |13         |5       |20         |true        |
|Hall 454 |3651   |17         |10      |10         |true        |
|Hall 1534|3652   |3          |1       |50         |true        |
|Hall 1534|3652   |3          |4       |30         |true        |
|Hall 1534|3652   |18         |1       |20         |true        |
|Hall 1336|3653   |5          |2       |20         |true        |
|Hall 1336|3653   |4          |8       |30         |true        |
|Hall 430 |3654   |16         |8       |20         |true        |
|Hall 430 |3654   |12         |3       |30         |true        |
|Hall 430 |3654   |14         |3       |50         |true        |
|Hall 430 |3654   |16         |1       |10         |true        |
|Hall 430 |3654   |4          |8       |20         |true        |
|Hall 430 |3654   |17         |2       |30         |true        |
|Hall 1121|3655   |2          |9       |30         |true        |
|Hall 1121|3655   |11         |7       |50         |true        |
|Hall 1121|3655   |6          |7       |30         |true        |
|Hall 1121|3655   |7          |1       |20         |true        |
|Hall 613 |3656   |16         |1       |30         |true        |
|Hall 613 |3656   |14         |5       |30         |true        |
|Hall 613 |3656   |6          |1       |10         |true        |
|Hall 613 |3656   |7          |3       |50         |true        |
|Hall 613 |3656   |5          |1       |30         |true        |
|Hall 613 |3656   |7          |1       |20         |true        |
|Hall 1236|3657   |2          |4       |10         |true        |
|Hall 1236|3657   |18         |8       |10         |true        |
|Hall 1236|3657   |7          |4       |10         |true        |
|Hall 1236|3657   |7          |9       |50         |true        |
|Hall 1236|3657   |13         |5       |20         |true        |
|Hall 1236|3657   |14         |3       |50         |true        |
|Hall 1236|3657   |20         |4       |10         |true        |
|Hall 1236|3657   |13         |6       |30         |true        |
|Hall 1236|3657   |18         |5       |30         |true        |
|Hall 792 |3658   |7          |8       |30         |true        |
|Hall 792 |3658   |15         |1       |50         |true        |
|Hall 792 |3658   |10         |8       |20         |true        |
|Hall 287 |3659   |9          |5       |20         |true        |
|Hall 287 |3659   |1          |6       |30         |true        |
|Hall 287 |3659   |17         |6       |20         |true        |
|Hall 287 |3659   |14         |9       |10         |true        |
|Hall 287 |3659   |1          |5       |30         |true        |
|Hall 287 |3659   |19         |5       |10         |true        |
|Hall 753 |3660   |4          |4       |10         |true        |
|Hall 753 |3660   |9          |7       |10         |true        |
|Hall 753 |3660   |18         |3       |20         |true        |
|Hall 753 |3660   |13         |8       |20         |true        |
|Hall 1457|3661   |7          |10      |50         |true        |
|Hall 1457|3661   |20         |7       |10         |true        |
|Hall 1457|3661   |7          |3       |30         |true        |
|Hall 807 |3662   |4          |8       |20         |true        |
|Hall 807 |3662   |7          |10      |50         |true        |
|Hall 807 |3662   |15         |9       |50         |true        |
|Hall 807 |3662   |14         |2       |10         |true        |
|Hall 807 |3662   |8          |9       |20         |true        |
|Hall 807 |3662   |17         |5       |20         |true        |
|Hall 807 |3662   |13         |8       |10         |true        |
|Hall 807 |3662   |14         |9       |30         |true        |
|Hall 159 |3663   |16         |6       |30         |true        |
|Hall 159 |3663   |3          |7       |50         |true        |
|Hall 159 |3663   |16         |5       |30         |true        |
|Hall 159 |3663   |13         |10      |30         |true        |
|Hall 159 |3663   |17         |8       |10         |true        |
|Hall 159 |3663   |20         |8       |50         |true        |
|Hall 159 |3663   |7          |2       |30         |true        |
|Hall 159 |3663   |11         |8       |20         |true        |
|Hall 289 |3664   |17         |3       |20         |true        |
|Hall 289 |3664   |13         |7       |20         |true        |
|Hall 289 |3664   |7          |10      |10         |true        |
|Hall 289 |3664   |19         |7       |30         |true        |
|Hall 381 |3665   |1          |8       |10         |true        |
|Hall 381 |3665   |3          |4       |20         |true        |
|Hall 381 |3665   |1          |3       |10         |true        |
|Hall 381 |3665   |1          |10      |20         |true        |
|Hall 381 |3665   |12         |10      |30         |true        |
|Hall 166 |3666   |14         |10      |20         |true        |
|Hall 166 |3666   |15         |7       |20         |true        |
|Hall 166 |3666   |12         |3       |30         |true        |
|Hall 166 |3666   |17         |10      |30         |true        |
|Hall 566 |3667   |17         |4       |50         |true        |
|Hall 566 |3667   |19         |4       |10         |true        |
|Hall 566 |3667   |5          |6       |20         |true        |
|Hall 566 |3667   |1          |4       |10         |true        |
|Hall 128 |3668   |9          |8       |30         |true        |
|Hall 128 |3668   |20         |10      |20         |true        |
|Hall 128 |3668   |19         |5       |30         |true        |
|Hall 128 |3668   |5          |1       |10         |true        |
|Hall 128 |3668   |20         |9       |20         |true        |
|Hall 128 |3668   |9          |2       |30         |true        |
|Hall 128 |3668   |9          |10      |50         |true        |
|Hall 128 |3668   |1          |5       |10         |true        |
|Hall 1481|3669   |6          |9       |20         |true        |
|Hall 1481|3669   |16         |2       |20         |true        |
|Hall 1481|3669   |8          |3       |20         |true        |
|Hall 1481|3669   |15         |4       |30         |true        |
|Hall 1481|3669   |19         |10      |10         |true        |
|Hall 1481|3669   |2          |10      |30         |true        |
|Hall 431 |3670   |14         |2       |20         |true        |
|Hall 431 |3670   |20         |4       |50         |true        |
|Hall 431 |3670   |11         |3       |30         |true        |
|Hall 431 |3670   |3          |3       |50         |true        |
|Hall 431 |3670   |12         |9       |10         |true        |
|Hall 431 |3670   |10         |5       |50         |true        |
|Hall 431 |3670   |1          |8       |50         |true        |
|Hall 431 |3670   |7          |6       |20         |true        |
|Hall 1572|3671   |18         |3       |20         |true        |
|Hall 1572|3671   |17         |7       |30         |true        |
|Hall 1284|3672   |1          |9       |30         |true        |
|Hall 1284|3672   |20         |9       |10         |true        |
|Hall 1284|3672   |13         |5       |50         |true        |
|Hall 1284|3672   |12         |5       |30         |true        |
|Hall 1284|3672   |18         |10      |30         |true        |
|Hall 1214|3673   |7          |3       |30         |true        |
|Hall 1214|3673   |9          |6       |30         |true        |
|Hall 1214|3673   |20         |1       |10         |true        |
|Hall 1214|3673   |1          |6       |10         |true        |
|Hall 1214|3673   |12         |3       |50         |true        |
|Hall 489 |3674   |5          |2       |20         |true        |
|Hall 489 |3674   |12         |10      |50         |true        |
|Hall 489 |3674   |20         |9       |20         |true        |
|Hall 489 |3674   |2          |9       |50         |true        |
|Hall 489 |3674   |10         |4       |30         |true        |
|Hall 489 |3674   |6          |10      |10         |true        |
|Hall 1325|3675   |13         |8       |20         |true        |
|Hall 1325|3675   |2          |1       |50         |true        |
|Hall 1325|3675   |13         |2       |10         |true        |
|Hall 1325|3675   |3          |2       |20         |true        |
|Hall 1325|3675   |19         |2       |20         |true        |
|Hall 1325|3675   |6          |6       |20         |true        |
|Hall 284 |3676   |5          |8       |10         |true        |
|Hall 284 |3676   |11         |3       |10         |true        |
|Hall 284 |3676   |19         |4       |10         |true        |
|Hall 284 |3676   |4          |4       |30         |true        |
|Hall 284 |3676   |2          |4       |30         |true        |
|Hall 284 |3676   |20         |4       |30         |true        |
|Hall 284 |3676   |1          |3       |10         |true        |
|Hall 284 |3676   |2          |6       |30         |true        |
|Hall 284 |3676   |10         |8       |30         |true        |
|Hall 297 |3677   |11         |6       |30         |true        |
|Hall 297 |3677   |8          |7       |10         |true        |
|Hall 297 |3677   |8          |4       |30         |true        |
|Hall 297 |3677   |17         |1       |10         |true        |
|Hall 297 |3677   |18         |4       |50         |true        |
|Hall 1934|3678   |3          |9       |10         |true        |
|Hall 1934|3678   |17         |6       |30         |true        |
|Hall 1934|3678   |17         |1       |50         |true        |
|Hall 940 |3679   |9          |1       |50         |true        |
|Hall 940 |3679   |8          |5       |10         |true        |
|Hall 940 |3679   |12         |10      |10         |true        |
|Hall 940 |3679   |20         |7       |10         |true        |
|Hall 940 |3679   |14         |10      |50         |true        |
|Hall 940 |3679   |12         |4       |10         |true        |
|Hall 940 |3679   |17         |3       |10         |true        |
|Hall 940 |3679   |11         |3       |30         |true        |
|Hall 1806|3680   |9          |3       |20         |true        |
|Hall 1806|3680   |18         |6       |30         |true        |
|Hall 1806|3680   |3          |7       |30         |true        |
|Hall 1806|3680   |1          |7       |30         |true        |
|Hall 405 |3681   |11         |8       |10         |true        |
|Hall 1328|3682   |13         |10      |50         |true        |
|Hall 1328|3682   |11         |1       |10         |true        |
|Hall 1328|3682   |8          |5       |30         |true        |
|Hall 1328|3682   |18         |2       |50         |true        |
|Hall 1328|3682   |12         |3       |50         |true        |
|Hall 1328|3682   |9          |2       |30         |true        |
|Hall 1328|3682   |13         |5       |30         |true        |
|Hall 95  |3683   |14         |7       |30         |true        |
|Hall 95  |3683   |18         |8       |20         |true        |
|Hall 95  |3683   |1          |7       |20         |true        |
|Hall 95  |3683   |4          |7       |10         |true        |
|Hall 95  |3683   |13         |8       |20         |true        |
|Hall 95  |3684   |14         |7       |30         |true        |
|Hall 95  |3684   |18         |8       |20         |true        |
|Hall 95  |3684   |1          |7       |20         |true        |
|Hall 95  |3684   |4          |7       |10         |true        |
|Hall 95  |3684   |13         |8       |20         |true        |
|Hall 346 |3685   |8          |6       |30         |true        |
|Hall 346 |3685   |6          |10      |20         |true        |
|Hall 346 |3685   |7          |3       |20         |true        |
|Hall 346 |3685   |19         |10      |50         |true        |
|Hall 1515|3686   |11         |9       |20         |true        |
|Hall 1515|3686   |2          |3       |20         |true        |
|Hall 1515|3686   |9          |1       |30         |true        |
|Hall 1515|3686   |14         |1       |20         |true        |
|Hall 1515|3686   |5          |2       |10         |true        |
|Hall 1515|3686   |12         |3       |20         |true        |
|Hall 1515|3686   |1          |8       |30         |true        |
|Hall 1515|3686   |10         |3       |10         |true        |
|Hall 1515|3686   |6          |10      |50         |true        |
|Hall 1049|3687   |2          |4       |20         |true        |
|Hall 1049|3687   |17         |6       |50         |true        |
|Hall 1049|3687   |17         |4       |10         |true        |
|Hall 1049|3687   |16         |8       |10         |true        |
|Hall 1049|3687   |1          |2       |30         |true        |
|Hall 1049|3687   |11         |6       |20         |true        |
|Hall 1049|3687   |18         |9       |10         |true        |
|Hall 514 |3688   |11         |2       |20         |true        |
|Hall 514 |3688   |10         |8       |30         |true        |
|Hall 514 |3688   |13         |1       |20         |true        |
|Hall 514 |3688   |3          |8       |50         |true        |
|Hall 1959|3689   |6          |7       |50         |true        |
|Hall 1959|3689   |15         |2       |50         |true        |
|Hall 1959|3689   |19         |7       |30         |true        |
|Hall 1959|3689   |20         |8       |10         |true        |
|Hall 293 |3690   |17         |6       |30         |true        |
|Hall 293 |3690   |3          |8       |10         |true        |
|Hall 293 |3690   |15         |5       |30         |true        |
|Hall 293 |3690   |7          |2       |20         |true        |
|Hall 293 |3690   |2          |1       |20         |true        |
|Hall 293 |3690   |19         |2       |10         |true        |
|Hall 293 |3690   |15         |2       |10         |true        |
|Hall 1866|3691   |20         |2       |30         |true        |
|Hall 1866|3691   |10         |9       |30         |true        |
|Hall 1866|3691   |11         |3       |30         |true        |
|Hall 1866|3691   |19         |8       |50         |true        |
|Hall 1866|3691   |18         |2       |30         |true        |
|Hall 1866|3691   |15         |10      |10         |true        |
|Hall 1866|3691   |14         |6       |50         |true        |
|Hall 1866|3691   |3          |8       |20         |true        |
|Hall 1866|3691   |1          |5       |50         |true        |
|Hall 1815|3692   |14         |1       |20         |true        |
|Hall 1815|3692   |8          |5       |10         |true        |
|Hall 1815|3692   |4          |4       |50         |true        |
|Hall 1815|3692   |17         |4       |10         |true        |
|Hall 1815|3692   |18         |10      |20         |true        |
|Hall 1815|3692   |20         |3       |20         |true        |
|Hall 1815|3692   |8          |6       |20         |true        |
|Hall 634 |3693   |6          |7       |10         |true        |
|Hall 634 |3693   |18         |3       |30         |true        |
|Hall 634 |3693   |12         |1       |50         |true        |
|Hall 634 |3693   |2          |6       |10         |true        |
|Hall 1907|3694   |15         |10      |20         |true        |
|Hall 1886|3695   |12         |2       |20         |true        |
|Hall 1886|3695   |19         |7       |50         |true        |
|Hall 1886|3695   |9          |5       |10         |true        |
|Hall 1886|3695   |14         |7       |50         |true        |
|Hall 1886|3695   |1          |10      |20         |true        |
|Hall 1715|3696   |2          |4       |10         |true        |
|Hall 1715|3696   |13         |9       |30         |true        |
|Hall 1715|3696   |3          |4       |20         |true        |
|Hall 1715|3696   |19         |6       |50         |true        |
|Hall 1715|3696   |6          |8       |10         |true        |
|Hall 1715|3696   |18         |7       |30         |true        |
|Hall 1715|3696   |16         |8       |10         |true        |
|Hall 706 |3697   |8          |10      |30         |true        |
|Hall 706 |3697   |9          |5       |20         |true        |
|Hall 706 |3697   |1          |7       |30         |true        |
|Hall 706 |3697   |10         |1       |50         |true        |
|Hall 706 |3697   |14         |2       |50         |true        |
|Hall 706 |3697   |17         |5       |50         |true        |
|Hall 706 |3697   |11         |7       |10         |true        |
|Hall 802 |3698   |10         |7       |30         |true        |
|Hall 802 |3698   |8          |10      |20         |true        |
|Hall 802 |3698   |1          |10      |50         |true        |
|Hall 802 |3698   |7          |6       |50         |true        |
|Hall 802 |3698   |10         |2       |50         |true        |
|Hall 802 |3698   |1          |3       |50         |true        |
|Hall 1970|3699   |18         |4       |50         |true        |
|Hall 1970|3699   |5          |6       |20         |true        |
|Hall 1970|3699   |17         |1       |20         |true        |
|Hall 1970|3699   |1          |2       |50         |true        |
|Hall 1970|3699   |12         |4       |30         |true        |
|Hall 1970|3699   |2          |1       |20         |true        |
|Hall 1970|3699   |3          |4       |30         |true        |
|Hall 1970|3699   |15         |10      |10         |true        |
|Hall 326 |3700   |15         |7       |20         |true        |
|Hall 326 |3700   |9          |10      |50         |true        |
|Hall 326 |3700   |7          |5       |50         |true        |
|Hall 326 |3700   |20         |10      |10         |true        |
|Hall 558 |3701   |5          |6       |20         |true        |
|Hall 558 |3701   |16         |9       |20         |true        |
|Hall 558 |3701   |4          |9       |50         |true        |
|Hall 558 |3701   |4          |4       |30         |true        |
|Hall 558 |3701   |8          |1       |30         |true        |
|Hall 558 |3701   |1          |3       |50         |true        |
|Hall 558 |3701   |9          |5       |30         |true        |
|Hall 1086|3702   |2          |6       |50         |true        |
|Hall 1086|3702   |19         |8       |30         |true        |
|Hall 1086|3702   |8          |8       |20         |true        |
|Hall 265 |3703   |1          |8       |20         |true        |
|Hall 265 |3703   |1          |1       |20         |true        |
|Hall 1106|3704   |13         |7       |20         |true        |
|Hall 1106|3704   |17         |3       |10         |true        |
|Hall 1106|3704   |6          |5       |50         |true        |
|Hall 1106|3704   |3          |8       |10         |true        |
|Hall 1106|3704   |9          |6       |20         |true        |
|Hall 1106|3704   |7          |3       |30         |true        |
|Hall 1106|3704   |3          |6       |50         |true        |
|Hall 438 |3705   |11         |4       |20         |true        |
|Hall 438 |3705   |20         |5       |30         |true        |
|Hall 438 |3705   |3          |3       |50         |true        |
|Hall 438 |3705   |3          |1       |50         |true        |
|Hall 438 |3705   |13         |6       |10         |true        |
|Hall 438 |3705   |20         |4       |10         |true        |
|Hall 438 |3705   |14         |10      |10         |true        |
|Hall 1239|3706   |13         |2       |30         |true        |
|Hall 1239|3706   |16         |6       |50         |true        |
|Hall 1239|3706   |20         |2       |30         |true        |
|Hall 1239|3706   |8          |7       |50         |true        |
|Hall 1239|3706   |11         |5       |50         |true        |
|Hall 1239|3706   |17         |4       |30         |true        |
|Hall 1239|3706   |7          |10      |10         |true        |
|Hall 30  |3707   |15         |10      |20         |true        |
|Hall 30  |3707   |13         |5       |20         |true        |
|Hall 30  |3707   |15         |3       |20         |true        |
|Hall 30  |3707   |8          |1       |30         |true        |
|Hall 30  |3707   |6          |9       |20         |true        |
|Hall 791 |3708   |2          |4       |30         |true        |
|Hall 791 |3708   |5          |9       |10         |true        |
|Hall 791 |3708   |15         |5       |10         |true        |
|Hall 791 |3708   |7          |7       |20         |true        |
|Hall 791 |3708   |13         |2       |10         |true        |
|Hall 791 |3708   |8          |2       |10         |true        |
|Hall 1486|3709   |8          |10      |30         |true        |
|Hall 1486|3709   |3          |6       |20         |true        |
|Hall 1486|3709   |14         |3       |30         |true        |
|Hall 1486|3709   |12         |6       |50         |true        |
|Hall 1486|3709   |2          |4       |50         |true        |
|Hall 1486|3709   |15         |8       |10         |true        |
|Hall 1486|3709   |12         |9       |20         |true        |
|Hall 1486|3709   |5          |4       |20         |true        |
|Hall 888 |3710   |5          |9       |10         |true        |
|Hall 888 |3710   |8          |10      |50         |true        |
|Hall 888 |3710   |6          |8       |50         |true        |
|Hall 1309|3711   |18         |4       |50         |true        |
|Hall 1309|3711   |13         |7       |30         |true        |
|Hall 1059|3712   |19         |1       |50         |true        |
|Hall 1059|3712   |18         |5       |10         |true        |
|Hall 1590|3713   |16         |10      |20         |true        |
|Hall 1590|3713   |10         |5       |50         |true        |
|Hall 1590|3713   |12         |6       |50         |true        |
|Hall 1590|3713   |3          |10      |10         |true        |
|Hall 1590|3713   |20         |5       |30         |true        |
|Hall 1590|3713   |10         |2       |10         |true        |
|Hall 1590|3713   |19         |10      |50         |true        |
|Hall 1590|3713   |17         |6       |30         |true        |
|Hall 1590|3713   |12         |2       |50         |true        |
|Hall 370 |3714   |3          |1       |30         |true        |
|Hall 370 |3714   |12         |2       |30         |true        |
|Hall 370 |3714   |12         |6       |30         |true        |
|Hall 370 |3714   |13         |9       |30         |true        |
|Hall 414 |3715   |10         |2       |20         |true        |
|Hall 414 |3715   |5          |10      |20         |true        |
|Hall 414 |3715   |7          |9       |50         |true        |
|Hall 414 |3715   |3          |8       |20         |true        |
|Hall 414 |3715   |12         |6       |20         |true        |
|Hall 399 |3716   |2          |10      |10         |true        |
|Hall 399 |3716   |19         |10      |30         |true        |
|Hall 399 |3716   |13         |7       |10         |true        |
|Hall 399 |3716   |1          |8       |50         |true        |
|Hall 968 |3717   |15         |10      |10         |true        |
|Hall 968 |3717   |14         |7       |30         |true        |
|Hall 968 |3717   |7          |2       |30         |true        |
|Hall 968 |3717   |12         |5       |20         |true        |
|Hall 968 |3717   |15         |5       |20         |true        |
|Hall 968 |3717   |17         |7       |10         |true        |
|Hall 968 |3717   |6          |7       |30         |true        |
|Hall 968 |3717   |11         |8       |20         |true        |
|Hall 305 |3718   |5          |2       |50         |true        |
|Hall 305 |3718   |16         |5       |30         |true        |
|Hall 305 |3718   |16         |7       |10         |true        |
|Hall 388 |3719   |7          |5       |30         |true        |
|Hall 388 |3719   |9          |10      |50         |true        |
|Hall 388 |3719   |3          |8       |30         |true        |
|Hall 388 |3719   |8          |4       |10         |true        |
|Hall 388 |3719   |3          |2       |10         |true        |
|Hall 388 |3719   |2          |8       |50         |true        |
|Hall 388 |3719   |7          |9       |20         |true        |
|Hall 1739|3720   |2          |10      |10         |true        |
|Hall 1739|3720   |6          |2       |10         |true        |
|Hall 1739|3720   |11         |8       |30         |true        |
|Hall 1739|3720   |16         |1       |50         |true        |
|Hall 1739|3720   |1          |6       |30         |true        |
|Hall 1739|3720   |4          |8       |50         |true        |
|Hall 534 |3721   |1          |5       |20         |true        |
|Hall 534 |3721   |17         |7       |50         |true        |
|Hall 534 |3721   |18         |7       |10         |true        |
|Hall 534 |3721   |20         |9       |50         |true        |
|Hall 971 |3722   |9          |10      |30         |true        |
|Hall 971 |3722   |1          |10      |20         |true        |
|Hall 971 |3722   |9          |8       |20         |true        |
|Hall 971 |3722   |2          |1       |50         |true        |
|Hall 971 |3722   |4          |4       |30         |true        |
|Hall 1014|3723   |10         |2       |10         |true        |
|Hall 1014|3723   |17         |10      |50         |true        |
|Hall 1014|3723   |3          |4       |30         |true        |
|Hall 1014|3723   |3          |2       |30         |true        |
|Hall 1014|3723   |19         |8       |30         |true        |
|Hall 1014|3723   |9          |3       |30         |true        |
|Hall 1390|3724   |14         |6       |50         |true        |
|Hall 1390|3724   |20         |5       |50         |true        |
|Hall 1390|3724   |13         |3       |50         |true        |
|Hall 737 |3725   |2          |3       |20         |true        |
|Hall 737 |3725   |13         |4       |30         |true        |
|Hall 737 |3725   |20         |3       |10         |true        |
|Hall 1503|3726   |5          |2       |30         |true        |
|Hall 1503|3726   |4          |2       |10         |true        |
|Hall 1503|3726   |19         |5       |10         |true        |
|Hall 1503|3726   |19         |7       |50         |true        |
|Hall 1941|3727   |20         |2       |50         |true        |
|Hall 1941|3727   |18         |10      |20         |true        |
|Hall 1941|3727   |12         |10      |10         |true        |
|Hall 1941|3727   |7          |5       |30         |true        |
|Hall 884 |3728   |8          |2       |50         |true        |
|Hall 884 |3728   |7          |4       |10         |true        |
|Hall 884 |3728   |5          |6       |20         |true        |
|Hall 1593|3729   |8          |5       |20         |true        |
|Hall 1593|3729   |7          |7       |50         |true        |
|Hall 1593|3729   |6          |6       |30         |true        |
|Hall 1593|3729   |3          |5       |50         |true        |
|Hall 1593|3729   |18         |9       |30         |true        |
|Hall 1617|3730   |20         |3       |30         |true        |
|Hall 1617|3730   |18         |2       |50         |true        |
|Hall 1617|3730   |5          |10      |30         |true        |
|Hall 1617|3730   |9          |7       |20         |true        |
|Hall 1617|3730   |8          |6       |10         |true        |
|Hall 1617|3730   |11         |2       |20         |true        |
|Hall 1617|3730   |19         |2       |10         |true        |
